timestamp,station,component,value
2025-01-03 12:47:00+00:00,YKC,YKCF,57694.01
2025-01-03 12:47:00+00:00,YKC,YKCX,9340.74
2025-01-03 12:47:00+00:00,YKC,YKCY,2575.13
2025-01-03 12:47:00+00:00,YKC,YKCZ,56868.65
2025-01-03 12:48:00+00:00,YKC,YKCF,57696.35
2025-01-03 12:48:00+00:00,YKC,YKCX,9342.01
2025-01-03 12:48:00+00:00,YKC,YKCY,2576.3
2025-01-03 12:48:00+00:00,YKC,YKCZ,56870.66
2025-01-03 12:49:00+00:00,YKC,YKCF,57698.63
2025-01-03 12:49:00+00:00,YKC,YKCX,9339.38
2025-01-03 12:49:00+00:00,YKC,YKCY,2577.37
2025-01-03 12:49:00+00:00,YKC,YKCZ,56873.39
2025-01-03 12:50:00+00:00,YKC,YKCF,57699.04
2025-01-03 12:50:00+00:00,YKC,YKCX,9335.18
2025-01-03 12:50:00+00:00,YKC,YKCY,2577.58
2025-01-03 12:50:00+00:00,YKC,YKCZ,56874.65
2025-01-03 12:51:00+00:00,YKC,YKCF,57697.3
2025-01-03 12:51:00+00:00,YKC,YKCX,9332.08
2025-01-03 12:51:00+00:00,YKC,YKCY,2576.64
2025-01-03 12:51:00+00:00,YKC,YKCZ,56873.3
2025-01-03 12:52:00+00:00,YKC,YKCF,57694.6
2025-01-03 12:52:00+00:00,YKC,YKCX,9331.45
2025-01-03 12:52:00+00:00,YKC,YKCY,2576.88
2025-01-03 12:52:00+00:00,YKC,YKCZ,56870.66
2025-01-03 12:53:00+00:00,YKC,YKCF,57692.99
2025-01-03 12:53:00+00:00,YKC,YKCX,9332.87
2025-01-03 12:53:00+00:00,YKC,YKCY,2577.16
2025-01-03 12:53:00+00:00,YKC,YKCZ,56868.93
2025-01-03 12:54:00+00:00,YKC,YKCF,57693.09
2025-01-03 12:54:00+00:00,YKC,YKCX,9334.27
2025-01-03 12:54:00+00:00,YKC,YKCY,2577.32
2025-01-03 12:54:00+00:00,YKC,YKCZ,56868.77
2025-01-03 12:55:00+00:00,YKC,YKCF,57694.33
2025-01-03 12:55:00+00:00,YKC,YKCX,9335.96
2025-01-03 12:55:00+00:00,YKC,YKCY,2577.56
2025-01-03 12:55:00+00:00,YKC,YKCZ,56869.8
2025-01-03 12:56:00+00:00,YKC,YKCF,57695.66
2025-01-03 12:56:00+00:00,YKC,YKCX,9335.56
2025-01-03 12:56:00+00:00,YKC,YKCY,2577.5
2025-01-03 12:56:00+00:00,YKC,YKCZ,56870.95
2025-01-03 12:57:00+00:00,YKC,YKCF,57696.23
2025-01-03 12:57:00+00:00,YKC,YKCX,9335.27
2025-01-03 12:57:00+00:00,YKC,YKCY,2577.54
2025-01-03 12:57:00+00:00,YKC,YKCZ,56871.58
2025-01-03 12:58:00+00:00,YKC,YKCF,57696.62
2025-01-03 12:58:00+00:00,YKC,YKCX,9335.79
2025-01-03 12:58:00+00:00,YKC,YKCY,2577.22
2025-01-03 12:58:00+00:00,YKC,YKCZ,56871.97
2025-01-03 12:59:00+00:00,YKC,YKCF,57696.64
2025-01-03 12:59:00+00:00,YKC,YKCX,9336.66
2025-01-03 12:59:00+00:00,YKC,YKCY,2577.46
2025-01-03 12:59:00+00:00,YKC,YKCZ,56871.82
2025-01-03 13:00:00+00:00,YKC,YKCF,57695.41
2025-01-03 13:00:00+00:00,YKC,YKCX,9335.3
2025-01-03 13:00:00+00:00,YKC,YKCY,2578.3
2025-01-03 13:00:00+00:00,YKC,YKCZ,56870.87
2025-01-03 13:01:00+00:00,YKC,YKCF,57694.7
2025-01-03 13:01:00+00:00,YKC,YKCX,9334.08
2025-01-03 13:01:00+00:00,YKC,YKCY,2578.27
2025-01-03 13:01:00+00:00,YKC,YKCZ,56870.45
2025-01-03 13:02:00+00:00,YKC,YKCF,57695.15
2025-01-03 13:02:00+00:00,YKC,YKCX,9333.09
2025-01-03 13:02:00+00:00,YKC,YKCY,2578.15
2025-01-03 13:02:00+00:00,YKC,YKCZ,56870.95
2025-01-03 13:03:00+00:00,YKC,YKCF,57694.83
2025-01-03 13:03:00+00:00,YKC,YKCX,9333.59
2025-01-03 13:03:00+00:00,YKC,YKCY,2578.64
2025-01-03 13:03:00+00:00,YKC,YKCZ,56870.67
2025-01-03 13:04:00+00:00,YKC,YKCF,57694.02
2025-01-03 13:04:00+00:00,YKC,YKCX,9334.46
2025-01-03 13:04:00+00:00,YKC,YKCY,2579.02
2025-01-03 13:04:00+00:00,YKC,YKCZ,56869.78
2025-01-03 13:05:00+00:00,YKC,YKCF,57693.07
2025-01-03 13:05:00+00:00,YKC,YKCX,9335.73
2025-01-03 13:05:00+00:00,YKC,YKCY,2578.93
2025-01-03 13:05:00+00:00,YKC,YKCZ,56868.56
2025-01-03 13:06:00+00:00,YKC,YKCF,57692.34
2025-01-03 13:06:00+00:00,YKC,YKCX,9337.28
2025-01-03 13:06:00+00:00,YKC,YKCY,2578.59
2025-01-03 13:06:00+00:00,YKC,YKCZ,56867.28
2025-01-03 13:07:00+00:00,YKC,YKCF,57692.9
2025-01-03 13:07:00+00:00,YKC,YKCX,9340.1
2025-01-03 13:07:00+00:00,YKC,YKCY,2578.33
2025-01-03 13:07:00+00:00,YKC,YKCZ,56867.59
2025-01-03 13:08:00+00:00,YKC,YKCF,57694.54
2025-01-03 13:08:00+00:00,YKC,YKCX,9341.57
2025-01-03 13:08:00+00:00,YKC,YKCY,2577.92
2025-01-03 13:08:00+00:00,YKC,YKCZ,56869.18
2025-01-03 13:09:00+00:00,YKC,YKCF,57696.52
2025-01-03 13:09:00+00:00,YKC,YKCX,9341.92
2025-01-03 13:09:00+00:00,YKC,YKCY,2577.38
2025-01-03 13:09:00+00:00,YKC,YKCZ,56871.04
2025-01-03 13:10:00+00:00,YKC,YKCF,57697.68
2025-01-03 13:10:00+00:00,YKC,YKCX,9340.2
2025-01-03 13:10:00+00:00,YKC,YKCY,2577.4
2025-01-03 13:10:00+00:00,YKC,YKCZ,56872.32
2025-01-03 13:11:00+00:00,YKC,YKCF,57697.39
2025-01-03 13:11:00+00:00,YKC,YKCX,9339.76
2025-01-03 13:11:00+00:00,YKC,YKCY,2577.45
2025-01-03 13:11:00+00:00,YKC,YKCZ,56872.29
2025-01-03 13:12:00+00:00,YKC,YKCF,57696.79
2025-01-03 13:12:00+00:00,YKC,YKCX,9338.58
2025-01-03 13:12:00+00:00,YKC,YKCY,2577.7
2025-01-03 13:12:00+00:00,YKC,YKCZ,56871.71
2025-01-03 13:13:00+00:00,YKC,YKCF,57696.55
2025-01-03 13:13:00+00:00,YKC,YKCX,9338.83
2025-01-03 13:13:00+00:00,YKC,YKCY,2578.05
2025-01-03 13:13:00+00:00,YKC,YKCZ,56871.52
2025-01-03 13:14:00+00:00,YKC,YKCF,57695.71
2025-01-03 13:14:00+00:00,YKC,YKCX,9339.13
2025-01-03 13:14:00+00:00,YKC,YKCY,2578.06
2025-01-03 13:14:00+00:00,YKC,YKCZ,56870.78
2025-01-03 13:15:00+00:00,YKC,YKCF,57694.73
2025-01-03 13:15:00+00:00,YKC,YKCX,9337.92
2025-01-03 13:15:00+00:00,YKC,YKCY,2577.98
2025-01-03 13:15:00+00:00,YKC,YKCZ,56869.94
2025-01-03 13:16:00+00:00,YKC,YKCF,57693.9
2025-01-03 13:16:00+00:00,YKC,YKCX,9338.71
2025-01-03 13:16:00+00:00,YKC,YKCY,2577.75
2025-01-03 13:16:00+00:00,YKC,YKCZ,56869.12
2025-01-03 13:17:00+00:00,YKC,YKCF,57694.61
2025-01-03 13:17:00+00:00,YKC,YKCX,9339.66
2025-01-03 13:17:00+00:00,YKC,YKCY,2577.04
2025-01-03 13:17:00+00:00,YKC,YKCZ,56869.68
2025-01-03 13:18:00+00:00,YKC,YKCF,57696.98
2025-01-03 13:18:00+00:00,YKC,YKCX,9340.07
2025-01-03 13:18:00+00:00,YKC,YKCY,2576.67
2025-01-03 13:18:00+00:00,YKC,YKCZ,56871.89
2025-01-03 13:19:00+00:00,YKC,YKCF,57699.63
2025-01-03 13:19:00+00:00,YKC,YKCX,9338.37
2025-01-03 13:19:00+00:00,YKC,YKCY,2578.14
2025-01-03 13:19:00+00:00,YKC,YKCZ,56874.96
2025-01-03 13:20:00+00:00,YKC,YKCF,57699.23
2025-01-03 13:20:00+00:00,YKC,YKCX,9335.28
2025-01-03 13:20:00+00:00,YKC,YKCY,2579.97
2025-01-03 13:20:00+00:00,YKC,YKCZ,56875.02
2025-01-03 13:21:00+00:00,YKC,YKCF,57696.15
2025-01-03 13:21:00+00:00,YKC,YKCX,9332.72
2025-01-03 13:21:00+00:00,YKC,YKCY,2580.87
2025-01-03 13:21:00+00:00,YKC,YKCZ,56872.02
2025-01-03 13:22:00+00:00,YKC,YKCF,57692.65
2025-01-03 13:22:00+00:00,YKC,YKCX,9333.85
2025-01-03 13:22:00+00:00,YKC,YKCY,2580.47
2025-01-03 13:22:00+00:00,YKC,YKCZ,56868.48
2025-01-03 13:23:00+00:00,YKC,YKCF,57691.16
2025-01-03 13:23:00+00:00,YKC,YKCX,9337.72
2025-01-03 13:23:00+00:00,YKC,YKCY,2579.33
2025-01-03 13:23:00+00:00,YKC,YKCZ,56866.18
2025-01-03 13:24:00+00:00,YKC,YKCF,57692.62
2025-01-03 13:24:00+00:00,YKC,YKCX,9339.86
2025-01-03 13:24:00+00:00,YKC,YKCY,2578.73
2025-01-03 13:24:00+00:00,YKC,YKCZ,56867.42
2025-01-03 13:25:00+00:00,YKC,YKCF,57695.38
2025-01-03 13:25:00+00:00,YKC,YKCX,9340.92
2025-01-03 13:25:00+00:00,YKC,YKCY,2579.04
2025-01-03 13:25:00+00:00,YKC,YKCZ,56870.29
2025-01-03 13:26:00+00:00,YKC,YKCF,57696.97
2025-01-03 13:26:00+00:00,YKC,YKCX,9338.05
2025-01-03 13:26:00+00:00,YKC,YKCY,2579.42
2025-01-03 13:26:00+00:00,YKC,YKCZ,56872.05
2025-01-03 13:27:00+00:00,YKC,YKCF,57696.78
2025-01-03 13:27:00+00:00,YKC,YKCX,9336.52
2025-01-03 13:27:00+00:00,YKC,YKCY,2580.24
2025-01-03 13:27:00+00:00,YKC,YKCZ,56872.0
2025-01-03 13:28:00+00:00,YKC,YKCF,57695.06
2025-01-03 13:28:00+00:00,YKC,YKCX,9336.92
2025-01-03 13:28:00+00:00,YKC,YKCY,2580.85
2025-01-03 13:28:00+00:00,YKC,YKCZ,56870.49
2025-01-03 13:29:00+00:00,YKC,YKCF,57693.98
2025-01-03 13:29:00+00:00,YKC,YKCX,9338.81
2025-01-03 13:29:00+00:00,YKC,YKCY,2581.54
2025-01-03 13:29:00+00:00,YKC,YKCZ,56869.09
2025-01-03 13:30:00+00:00,YKC,YKCF,57693.63
2025-01-03 13:30:00+00:00,YKC,YKCX,9341.36
2025-01-03 13:30:00+00:00,YKC,YKCY,2580.91
2025-01-03 13:30:00+00:00,YKC,YKCZ,56868.47
2025-01-03 13:31:00+00:00,YKC,YKCF,57695.46
2025-01-03 13:31:00+00:00,YKC,YKCX,9341.76
2025-01-03 13:31:00+00:00,YKC,YKCY,2581.04
2025-01-03 13:31:00+00:00,YKC,YKCZ,56870.2
2025-01-03 13:32:00+00:00,YKC,YKCF,57697.41
2025-01-03 13:32:00+00:00,YKC,YKCX,9341.6
2025-01-03 13:32:00+00:00,YKC,YKCY,2580.58
2025-01-03 13:32:00+00:00,YKC,YKCZ,56872.02
2025-01-03 13:33:00+00:00,YKC,YKCF,57698.12
2025-01-03 13:33:00+00:00,YKC,YKCX,9338.62
2025-01-03 13:33:00+00:00,YKC,YKCY,2580.48
2025-01-03 13:33:00+00:00,YKC,YKCZ,56873.16
2025-01-03 13:34:00+00:00,YKC,YKCF,57696.58
2025-01-03 13:34:00+00:00,YKC,YKCX,9337.65
2025-01-03 13:34:00+00:00,YKC,YKCY,2580.53
2025-01-03 13:34:00+00:00,YKC,YKCZ,56871.71
2025-01-03 13:35:00+00:00,YKC,YKCF,57694.53
2025-01-03 13:35:00+00:00,YKC,YKCX,9337.63
2025-01-03 13:35:00+00:00,YKC,YKCY,2580.14
2025-01-03 13:35:00+00:00,YKC,YKCZ,56869.75
2025-01-03 13:36:00+00:00,YKC,YKCF,57693.98
2025-01-03 13:36:00+00:00,YKC,YKCX,9340.09
2025-01-03 13:36:00+00:00,YKC,YKCY,2579.54
2025-01-03 13:36:00+00:00,YKC,YKCZ,56868.96
2025-01-03 13:37:00+00:00,YKC,YKCF,57694.69
2025-01-03 13:37:00+00:00,YKC,YKCX,9341.54
2025-01-03 13:37:00+00:00,YKC,YKCY,2579.15
2025-01-03 13:37:00+00:00,YKC,YKCZ,56869.46
2025-01-03 13:38:00+00:00,YKC,YKCF,57696.09
2025-01-03 13:38:00+00:00,YKC,YKCX,9341.42
2025-01-03 13:38:00+00:00,YKC,YKCY,2578.85
2025-01-03 13:38:00+00:00,YKC,YKCZ,56870.76
2025-01-03 13:39:00+00:00,YKC,YKCF,57697.14
2025-01-03 13:39:00+00:00,YKC,YKCX,9341.09
2025-01-03 13:39:00+00:00,YKC,YKCY,2578.56
2025-01-03 13:39:00+00:00,YKC,YKCZ,56871.82
2025-01-03 13:40:00+00:00,YKC,YKCF,57697.55
2025-01-03 13:40:00+00:00,YKC,YKCX,9339.67
2025-01-03 13:40:00+00:00,YKC,YKCY,2578.34
2025-01-03 13:40:00+00:00,YKC,YKCZ,56872.44
2025-01-03 13:41:00+00:00,YKC,YKCF,57697.63
2025-01-03 13:41:00+00:00,YKC,YKCX,9338.64
2025-01-03 13:41:00+00:00,YKC,YKCY,2578.85
2025-01-03 13:41:00+00:00,YKC,YKCZ,56872.63
2025-01-03 13:42:00+00:00,YKC,YKCF,57697.02
2025-01-03 13:42:00+00:00,YKC,YKCX,9338.81
2025-01-03 13:42:00+00:00,YKC,YKCY,2579.87
2025-01-03 13:42:00+00:00,YKC,YKCZ,56872.05
2025-01-03 13:43:00+00:00,YKC,YKCF,57695.95
2025-01-03 13:43:00+00:00,YKC,YKCX,9339.18
2025-01-03 13:43:00+00:00,YKC,YKCY,2580.63
2025-01-03 13:43:00+00:00,YKC,YKCZ,56870.93
2025-01-03 13:44:00+00:00,YKC,YKCF,57694.77
2025-01-03 13:44:00+00:00,YKC,YKCX,9339.85
2025-01-03 13:44:00+00:00,YKC,YKCY,2580.0
2025-01-03 13:44:00+00:00,YKC,YKCZ,56869.7
2025-01-03 13:45:00+00:00,YKC,YKCF,57695.0
2025-01-03 13:45:00+00:00,YKC,YKCX,9340.95
2025-01-03 13:45:00+00:00,YKC,YKCY,2579.47
2025-01-03 13:45:00+00:00,YKC,YKCZ,56869.83
2025-01-03 13:46:00+00:00,YKC,YKCF,57696.58
2025-01-03 13:46:00+00:00,YKC,YKCX,9340.74
2025-01-03 13:46:00+00:00,YKC,YKCY,2579.42
2025-01-03 13:46:00+00:00,YKC,YKCZ,56871.28
2025-01-03 13:47:00+00:00,YKC,YKCF,57697.98
2025-01-03 13:47:00+00:00,YKC,YKCX,9340.38
2025-01-03 13:47:00+00:00,YKC,YKCY,2580.06
2025-01-03 13:47:00+00:00,YKC,YKCZ,56872.75
2025-01-03 13:48:00+00:00,YKC,YKCF,57697.74
2025-01-03 13:48:00+00:00,YKC,YKCX,9338.35
2025-01-03 13:48:00+00:00,YKC,YKCY,2580.61
2025-01-03 13:48:00+00:00,YKC,YKCZ,56872.76
2025-01-03 13:49:00+00:00,YKC,YKCF,57696.76
2025-01-03 13:49:00+00:00,YKC,YKCX,9338.19
2025-01-03 13:49:00+00:00,YKC,YKCY,2580.59
2025-01-03 13:49:00+00:00,YKC,YKCZ,56871.88
2025-01-03 13:50:00+00:00,YKC,YKCF,57695.68
2025-01-03 13:50:00+00:00,YKC,YKCX,9338.0
2025-01-03 13:50:00+00:00,YKC,YKCY,2580.13
2025-01-03 13:50:00+00:00,YKC,YKCZ,56870.83
2025-01-03 13:51:00+00:00,YKC,YKCF,57695.17
2025-01-03 13:51:00+00:00,YKC,YKCX,9338.29
2025-01-03 13:51:00+00:00,YKC,YKCY,2580.33
2025-01-03 13:51:00+00:00,YKC,YKCZ,56870.35
2025-01-03 13:52:00+00:00,YKC,YKCF,57695.09
2025-01-03 13:52:00+00:00,YKC,YKCX,9338.99
2025-01-03 13:52:00+00:00,YKC,YKCY,2580.29
2025-01-03 13:52:00+00:00,YKC,YKCZ,56870.23
2025-01-03 13:53:00+00:00,YKC,YKCF,57695.43
2025-01-03 13:53:00+00:00,YKC,YKCX,9339.5
2025-01-03 13:53:00+00:00,YKC,YKCY,2580.33
2025-01-03 13:53:00+00:00,YKC,YKCZ,56870.43
2025-01-03 13:54:00+00:00,YKC,YKCF,57696.19
2025-01-03 13:54:00+00:00,YKC,YKCX,9339.88
2025-01-03 13:54:00+00:00,YKC,YKCY,2580.56
2025-01-03 13:54:00+00:00,YKC,YKCZ,56871.1
2025-01-03 13:55:00+00:00,YKC,YKCF,57696.67
2025-01-03 13:55:00+00:00,YKC,YKCX,9339.31
2025-01-03 13:55:00+00:00,YKC,YKCY,2580.92
2025-01-03 13:55:00+00:00,YKC,YKCZ,56871.54
2025-01-03 13:56:00+00:00,YKC,YKCF,57696.54
2025-01-03 13:56:00+00:00,YKC,YKCX,9340.1
2025-01-03 13:56:00+00:00,YKC,YKCY,2580.82
2025-01-03 13:56:00+00:00,YKC,YKCZ,56871.34
2025-01-03 13:57:00+00:00,YKC,YKCF,57696.32
2025-01-03 13:57:00+00:00,YKC,YKCX,9340.1
2025-01-03 13:57:00+00:00,YKC,YKCY,2579.74
2025-01-03 13:57:00+00:00,YKC,YKCZ,56871.17
2025-01-03 13:58:00+00:00,YKC,YKCF,57696.74
2025-01-03 13:58:00+00:00,YKC,YKCX,9340.66
2025-01-03 13:58:00+00:00,YKC,YKCY,2579.51
2025-01-03 13:58:00+00:00,YKC,YKCZ,56871.57
2025-01-03 13:59:00+00:00,YKC,YKCF,57696.62
2025-01-03 13:59:00+00:00,YKC,YKCX,9340.05
2025-01-03 13:59:00+00:00,YKC,YKCY,2580.58
2025-01-03 13:59:00+00:00,YKC,YKCZ,56871.43
2025-01-03 14:00:00+00:00,YKC,YKCF,57695.8
2025-01-03 14:00:00+00:00,YKC,YKCX,9340.04
2025-01-03 14:00:00+00:00,YKC,YKCY,2580.21
2025-01-03 14:00:00+00:00,YKC,YKCZ,56870.92
2025-01-03 14:01:00+00:00,YKC,YKCF,57696.01
2025-01-03 14:01:00+00:00,YKC,YKCX,9340.94
2025-01-03 14:01:00+00:00,YKC,YKCY,2579.27
2025-01-03 14:01:00+00:00,YKC,YKCZ,56870.75
2025-01-03 14:02:00+00:00,YKC,YKCF,57696.79
2025-01-03 14:02:00+00:00,YKC,YKCX,9340.85
2025-01-03 14:02:00+00:00,YKC,YKCY,2578.48
2025-01-03 14:02:00+00:00,YKC,YKCZ,56871.55
2025-01-03 14:03:00+00:00,YKC,YKCF,57697.73
2025-01-03 14:03:00+00:00,YKC,YKCX,9339.52
2025-01-03 14:03:00+00:00,YKC,YKCY,2578.32
2025-01-03 14:03:00+00:00,YKC,YKCZ,56872.68
2025-01-03 14:04:00+00:00,YKC,YKCF,57697.75
2025-01-03 14:04:00+00:00,YKC,YKCX,9338.45
2025-01-03 14:04:00+00:00,YKC,YKCY,2578.64
2025-01-03 14:04:00+00:00,YKC,YKCZ,56873.02
2025-01-03 14:05:00+00:00,YKC,YKCF,57697.37
2025-01-03 14:05:00+00:00,YKC,YKCX,9337.51
2025-01-03 14:05:00+00:00,YKC,YKCY,2579.45
2025-01-03 14:05:00+00:00,YKC,YKCZ,56872.71
2025-01-03 14:06:00+00:00,YKC,YKCF,57697.16
2025-01-03 14:06:00+00:00,YKC,YKCX,9337.48
2025-01-03 14:06:00+00:00,YKC,YKCY,2580.07
2025-01-03 14:06:00+00:00,YKC,YKCZ,56872.37
2025-01-03 14:07:00+00:00,YKC,YKCF,57696.73
2025-01-03 14:07:00+00:00,YKC,YKCX,9339.11
2025-01-03 14:07:00+00:00,YKC,YKCY,2580.69
2025-01-03 14:07:00+00:00,YKC,YKCZ,56871.7
2025-01-03 14:08:00+00:00,YKC,YKCF,57696.34
2025-01-03 14:08:00+00:00,YKC,YKCX,9340.02
2025-01-03 14:08:00+00:00,YKC,YKCY,2580.64
2025-01-03 14:08:00+00:00,YKC,YKCZ,56871.13
2025-01-03 14:09:00+00:00,YKC,YKCF,57696.73
2025-01-03 14:09:00+00:00,YKC,YKCX,9341.09
2025-01-03 14:09:00+00:00,YKC,YKCY,2578.85
2025-01-03 14:09:00+00:00,YKC,YKCZ,56871.44
2025-01-03 14:10:00+00:00,YKC,YKCF,57698.83
2025-01-03 14:10:00+00:00,YKC,YKCX,9339.16
2025-01-03 14:10:00+00:00,YKC,YKCY,2578.12
2025-01-03 14:10:00+00:00,YKC,YKCZ,56874.0
2025-01-03 14:11:00+00:00,YKC,YKCF,57700.01
2025-01-03 14:11:00+00:00,YKC,YKCX,9335.9
2025-01-03 14:11:00+00:00,YKC,YKCY,2579.7
2025-01-03 14:11:00+00:00,YKC,YKCZ,56875.71
2025-01-03 14:12:00+00:00,YKC,YKCF,57698.27
2025-01-03 14:12:00+00:00,YKC,YKCX,9333.92
2025-01-03 14:12:00+00:00,YKC,YKCY,2581.73
2025-01-03 14:12:00+00:00,YKC,YKCZ,56874.19
2025-01-03 14:13:00+00:00,YKC,YKCF,57695.98
2025-01-03 14:13:00+00:00,YKC,YKCX,9334.98
2025-01-03 14:13:00+00:00,YKC,YKCY,2582.57
2025-01-03 14:13:00+00:00,YKC,YKCZ,56871.56
2025-01-03 14:14:00+00:00,YKC,YKCF,57695.83
2025-01-03 14:14:00+00:00,YKC,YKCX,9338.41
2025-01-03 14:14:00+00:00,YKC,YKCY,2582.2
2025-01-03 14:14:00+00:00,YKC,YKCZ,56870.98
2025-01-03 14:15:00+00:00,YKC,YKCF,57696.43
2025-01-03 14:15:00+00:00,YKC,YKCX,9339.25
2025-01-03 14:15:00+00:00,YKC,YKCY,2582.16
2025-01-03 14:15:00+00:00,YKC,YKCZ,56871.29
2025-01-03 14:16:00+00:00,YKC,YKCF,57697.23
2025-01-03 14:16:00+00:00,YKC,YKCX,9339.64
2025-01-03 14:16:00+00:00,YKC,YKCY,2581.38
2025-01-03 14:16:00+00:00,YKC,YKCZ,56872.04
2025-01-03 14:17:00+00:00,YKC,YKCF,57698.11
2025-01-03 14:17:00+00:00,YKC,YKCX,9338.72
2025-01-03 14:17:00+00:00,YKC,YKCY,2580.67
2025-01-03 14:17:00+00:00,YKC,YKCZ,56873.3
2025-01-03 14:18:00+00:00,YKC,YKCF,57698.56
2025-01-03 14:18:00+00:00,YKC,YKCX,9337.34
2025-01-03 14:18:00+00:00,YKC,YKCY,2581.99
2025-01-03 14:18:00+00:00,YKC,YKCZ,56873.93
2025-01-03 14:19:00+00:00,YKC,YKCF,57696.97
2025-01-03 14:19:00+00:00,YKC,YKCX,9337.2
2025-01-03 14:19:00+00:00,YKC,YKCY,2583.48
2025-01-03 14:19:00+00:00,YKC,YKCZ,56872.22
2025-01-03 14:20:00+00:00,YKC,YKCF,57695.14
2025-01-03 14:20:00+00:00,YKC,YKCX,9339.13
2025-01-03 14:20:00+00:00,YKC,YKCY,2582.49
2025-01-03 14:20:00+00:00,YKC,YKCZ,56870.27
2025-01-03 14:21:00+00:00,YKC,YKCF,57695.89
2025-01-03 14:21:00+00:00,YKC,YKCX,9339.91
2025-01-03 14:21:00+00:00,YKC,YKCY,2580.53
2025-01-03 14:21:00+00:00,YKC,YKCZ,56870.75
2025-01-03 14:22:00+00:00,YKC,YKCF,57696.98
2025-01-03 14:22:00+00:00,YKC,YKCX,9339.41
2025-01-03 14:22:00+00:00,YKC,YKCY,2580.26
2025-01-03 14:22:00+00:00,YKC,YKCZ,56871.89
2025-01-03 14:23:00+00:00,YKC,YKCF,57697.28
2025-01-03 14:23:00+00:00,YKC,YKCX,9339.47
2025-01-03 14:23:00+00:00,YKC,YKCY,2580.86
2025-01-03 14:23:00+00:00,YKC,YKCZ,56872.34
2025-01-03 14:24:00+00:00,YKC,YKCF,57696.73
2025-01-03 14:24:00+00:00,YKC,YKCX,9337.96
2025-01-03 14:24:00+00:00,YKC,YKCY,2581.05
2025-01-03 14:24:00+00:00,YKC,YKCZ,56871.79
2025-01-03 14:25:00+00:00,YKC,YKCF,57696.61
2025-01-03 14:25:00+00:00,YKC,YKCX,9339.47
2025-01-03 14:25:00+00:00,YKC,YKCY,2580.49
2025-01-03 14:25:00+00:00,YKC,YKCZ,56871.54
2025-01-03 14:26:00+00:00,YKC,YKCF,57697.73
2025-01-03 14:26:00+00:00,YKC,YKCX,9340.39
2025-01-03 14:26:00+00:00,YKC,YKCY,2580.36
2025-01-03 14:26:00+00:00,YKC,YKCZ,56872.58
2025-01-03 14:27:00+00:00,YKC,YKCF,57698.49
2025-01-03 14:27:00+00:00,YKC,YKCX,9339.14
2025-01-03 14:27:00+00:00,YKC,YKCY,2580.66
2025-01-03 14:27:00+00:00,YKC,YKCZ,56873.61
2025-01-03 14:28:00+00:00,YKC,YKCF,57698.25
2025-01-03 14:28:00+00:00,YKC,YKCX,9335.97
2025-01-03 14:28:00+00:00,YKC,YKCY,2581.71
2025-01-03 14:28:00+00:00,YKC,YKCZ,56873.71
2025-01-03 14:29:00+00:00,YKC,YKCF,57697.46
2025-01-03 14:29:00+00:00,YKC,YKCX,9335.97
2025-01-03 14:29:00+00:00,YKC,YKCY,2582.46
2025-01-03 14:29:00+00:00,YKC,YKCZ,56873.04
2025-01-03 14:30:00+00:00,YKC,YKCF,57696.56
2025-01-03 14:30:00+00:00,YKC,YKCX,9334.16
2025-01-03 14:30:00+00:00,YKC,YKCY,2582.87
2025-01-03 14:30:00+00:00,YKC,YKCZ,56872.3
2025-01-03 14:31:00+00:00,YKC,YKCF,57696.06
2025-01-03 14:31:00+00:00,YKC,YKCX,9334.39
2025-01-03 14:31:00+00:00,YKC,YKCY,2582.53
2025-01-03 14:31:00+00:00,YKC,YKCZ,56871.86
2025-01-03 14:32:00+00:00,YKC,YKCF,57695.19
2025-01-03 14:32:00+00:00,YKC,YKCX,9335.22
2025-01-03 14:32:00+00:00,YKC,YKCY,2582.93
2025-01-03 14:32:00+00:00,YKC,YKCZ,56870.9
2025-01-03 14:33:00+00:00,YKC,YKCF,57695.43
2025-01-03 14:33:00+00:00,YKC,YKCX,9335.25
2025-01-03 14:33:00+00:00,YKC,YKCY,2583.52
2025-01-03 14:33:00+00:00,YKC,YKCZ,56871.05
2025-01-03 14:34:00+00:00,YKC,YKCF,57695.27
2025-01-03 14:34:00+00:00,YKC,YKCX,9334.35
2025-01-03 14:34:00+00:00,YKC,YKCY,2583.85
2025-01-03 14:34:00+00:00,YKC,YKCZ,56871.0
2025-01-03 14:35:00+00:00,YKC,YKCF,57695.02
2025-01-03 14:35:00+00:00,YKC,YKCX,9334.32
2025-01-03 14:35:00+00:00,YKC,YKCY,2584.05
2025-01-03 14:35:00+00:00,YKC,YKCZ,56870.84
2025-01-03 14:36:00+00:00,YKC,YKCF,57694.59
2025-01-03 14:36:00+00:00,YKC,YKCX,9335.6
2025-01-03 14:36:00+00:00,YKC,YKCY,2583.89
2025-01-03 14:36:00+00:00,YKC,YKCZ,56870.22
2025-01-03 14:37:00+00:00,YKC,YKCF,57693.95
2025-01-03 14:37:00+00:00,YKC,YKCX,9336.9
2025-01-03 14:37:00+00:00,YKC,YKCY,2583.45
2025-01-03 14:37:00+00:00,YKC,YKCZ,56869.44
2025-01-03 14:38:00+00:00,YKC,YKCF,57694.45
2025-01-03 14:38:00+00:00,YKC,YKCX,9338.85
2025-01-03 14:38:00+00:00,YKC,YKCY,2582.63
